fo250210_testNoCapa De-Embedded l1=5.0
Frequency GHz, DB[S11]
9.623,-1.46267e-006
9.624,-1.45975e-006
9.625,-1.45681e-006
9.626,-1.45388e-006
9.627,-1.45094e-006
9.628,-1.44799e-006
9.629,-1.44504e-006
9.63,-1.44209e-006
9.631,-1.43914e-006
9.632,-1.43618e-006
9.633,-1.43321e-006
9.634,-1.43024e-006
9.635,-1.42727e-006
9.636,-1.4243e-006
9.637,-1.42132e-006
9.638,-1.41834e-006
9.639,-1.41535e-006
9.64,-1.41236e-006
9.641,-1.40936e-006
9.642,-1.40637e-006
9.643,-1.40336e-006
9.644,-1.40036e-006
9.645,-1.39735e-006
9.646,-1.39433e-006
9.647,-1.39131e-006
9.648,-1.38829e-006
9.649,-1.38526e-006
9.65,-1.38223e-006
9.651,-1.3792e-006
9.652,-1.37616e-006
9.653,-1.37312e-006
9.654,-1.37007e-006
9.655,-1.36702e-006
9.656,-1.36397e-006
9.657,-1.36091e-006
9.658,-1.35784e-006
9.659,-1.35478e-006
9.66,-1.35171e-006
9.661,-1.34863e-006
9.662,-1.34555e-006
9.663,-1.34247e-006
9.664,-1.33938e-006
9.665,-1.33629e-006
9.666,-1.33319e-006
9.667,-1.33009e-006
9.668,-1.32698e-006
9.669,-1.32388e-006
9.67,-1.32076e-006
9.671,-1.31765e-006
9.672,-1.31452e-006
9.673,-1.3114e-006
9.674,-1.30827e-006
9.675,-1.30513e-006
9.676,-1.30199e-006
9.677,-1.29885e-006
9.678,-1.2957e-006
9.679,-1.29255e-006
9.68,-1.2894e-006
9.681,-1.28624e-006
9.682,-1.28307e-006
9.683,-1.2799e-006
9.684,-1.27673e-006
9.685,-1.27355e-006
9.686,-1.27037e-006
9.687,-1.26718e-006
9.688,-1.26399e-006
9.689,-1.2608e-006
9.69,-1.2576e-006
9.691,-1.25439e-006
9.692,-1.25118e-006
9.693,-1.24797e-006
9.694,-1.24475e-006
9.695,-1.24153e-006
9.696,-1.23831e-006
9.697,-1.23508e-006
9.698,-1.23184e-006
9.699,-1.2286e-006
9.7,-1.22536e-006
9.701,-1.22211e-006
9.702,-1.21885e-006
9.703,-1.2156e-006
9.704,-1.21233e-006
9.705,-1.20907e-006
9.706,-1.20579e-006
9.707,-1.20252e-006
9.708,-1.19924e-006
9.709,-1.19595e-006
9.71,-1.19266e-006
9.711,-1.18937e-006
9.712,-1.18607e-006
9.713,-1.18276e-006
9.714,-1.17946e-006
9.715,-1.17614e-006
9.716,-1.17282e-006
9.717,-1.1695e-006
9.718,-1.16617e-006
9.719,-1.16284e-006
9.72,-1.15951e-006
9.721,-1.15616e-006
9.722,-1.15282e-006
9.723,-1.14947e-006
9.724,-1.14611e-006
9.725,-1.14275e-006
9.726,-1.13939e-006
9.727,-1.13602e-006
9.728,-1.13264e-006
9.729,-1.12926e-006
9.73,-1.12588e-006
9.731,-1.12249e-006
9.732,-1.1191e-006
9.733,-1.1157e-006
9.734,-1.1123e-006
9.735,-1.10889e-006
9.736,-1.10547e-006
9.737,-1.10206e-006
9.738,-1.09863e-006
9.739,-1.09521e-006
9.74,-1.09177e-006
9.741,-1.08834e-006
9.742,-1.08489e-006
9.743,-1.08145e-006
9.744,-1.07799e-006
9.745,-1.07454e-006
9.746,-1.07107e-006
9.747,-1.06761e-006
9.748,-1.06414e-006
9.749,-1.06066e-006
9.75,-1.05718e-006
9.751,-1.05369e-006
9.752,-1.0502e-006
9.753,-1.0467e-006
9.754,-1.0432e-006
9.755,-1.03969e-006
9.756,-1.03618e-006
9.757,-1.03266e-006
9.758,-1.02914e-006
9.759,-1.02561e-006
9.76,-1.02208e-006
9.761,-1.01854e-006
9.762,-1.015e-006
9.763,-1.01146e-006
9.764,-1.0079e-006
9.765,-1.00435e-006
9.766,-1.00078e-006
9.767,-9.97214e-007
9.768,-9.93641e-007
9.769,-9.90063e-007
9.77,-9.8648e-007
9.771,-9.82891e-007
9.772,-9.79298e-007
9.773,-9.75699e-007
9.774,-9.72095e-007
9.775,-9.68486e-007
9.776,-9.64871e-007
9.777,-9.61252e-007
9.778,-9.57627e-007
9.779,-9.53997e-007
9.78,-9.50361e-007
9.781,-9.46721e-007
9.782,-9.43075e-007
9.783,-9.39424e-007
9.784,-9.35767e-007
9.785,-9.32105e-007
9.786,-9.28438e-007
9.787,-9.24766e-007
9.788,-9.21088e-007
9.789,-9.17405e-007
9.79,-9.13717e-007
9.791,-9.10023e-007
9.792,-9.06324e-007
9.793,-9.0262e-007
9.794,-8.9891e-007
9.795,-8.95195e-007
9.796,-8.91474e-007
9.797,-8.87749e-007
9.798,-8.84017e-007
9.799,-8.8028e-007
9.8,-8.76538e-007
9.801,-8.72791e-007
9.802,-8.69038e-007
9.803,-8.65279e-007
9.804,-8.61515e-007
9.805,-8.57746e-007
9.806,-8.53971e-007
9.807,-8.50191e-007
9.808,-8.46405e-007
9.809,-8.42613e-007
9.81,-8.38816e-007
9.811,-8.35014e-007
9.812,-8.31206e-007
9.813,-8.27393e-007
9.814,-8.23574e-007
9.815,-8.19749e-007
9.816,-8.15919e-007
9.817,-8.12083e-007
9.818,-8.08242e-007
9.819,-8.04395e-007
9.82,-8.00543e-007
9.821,-7.96685e-007
9.822,-7.92821e-007
9.823,-7.88952e-007
9.824,-7.85077e-007
9.825,-7.81196e-007
9.826,-7.7731e-007
9.827,-7.73418e-007
9.828,-7.6952e-007
9.829,-7.65617e-007
9.83,-7.61708e-007
9.831,-7.57794e-007
9.832,-7.53873e-007
9.833,-7.49947e-007
9.834,-7.46016e-007
9.835,-7.42078e-007
9.836,-7.38135e-007
9.837,-7.34186e-007
9.838,-7.30231e-007
9.839,-7.26271e-007
9.84,-7.22304e-007
9.841,-7.18332e-007
9.842,-7.14355e-007
9.843,-7.10371e-007
9.844,-7.06382e-007
9.845,-7.02386e-007
9.846,-6.98385e-007
9.847,-6.94378e-007
9.848,-6.90366e-007
9.849,-6.86347e-007
9.85,-6.82323e-007
9.851,-6.78292e-007
9.852,-6.74256e-007
9.853,-6.70214e-007
9.854,-6.66166e-007
9.855,-6.62112e-007
9.856,-6.58052e-007
9.857,-6.53987e-007
9.858,-6.49915e-007
9.859,-6.45838e-007
9.86,-6.41754e-007
9.861,-6.37665e-007
9.862,-6.33569e-007
9.863,-6.29468e-007
9.864,-6.25361e-007
9.865,-6.21247e-007
9.866,-6.17128e-007
9.867,-6.13003e-007
9.868,-6.08871e-007
9.869,-6.04734e-007
9.87,-6.00591e-007
9.871,-5.96441e-007
9.872,-5.92286e-007
9.873,-5.88124e-007
9.874,-5.83957e-007
9.875,-5.79783e-007
9.876,-5.75603e-007
9.877,-5.71417e-007
9.878,-5.67225e-007
9.879,-5.63027e-007
9.88,-5.58823e-007
9.881,-5.54613e-007
9.882,-5.50397e-007
9.883,-5.46174e-007
9.884,-5.41945e-007
9.885,-5.37711e-007
9.886,-5.3347e-007
9.887,-5.29222e-007
9.888,-5.24969e-007
9.889,-5.2071e-007
9.89,-5.16444e-007
9.891,-5.12172e-007
9.892,-5.07894e-007
9.893,-5.03609e-007
9.894,-4.99319e-007
9.895,-4.95022e-007
9.896,-4.90719e-007
9.897,-4.86409e-007
9.898,-4.82094e-007
9.899,-4.77772e-007
9.9,-4.73444e-007
9.901,-4.69109e-007
9.902,-4.64768e-007
9.903,-4.60421e-007
9.904,-4.56068e-007
9.905,-4.51708e-007
9.906,-4.47342e-007
9.907,-4.4297e-007
9.908,-4.38591e-007
9.909,-4.34206e-007
9.91,-4.29814e-007
9.911,-4.25417e-007
9.912,-4.21012e-007
9.913,-4.16602e-007
9.914,-4.12185e-007
9.915,-4.07761e-007
9.916,-4.03331e-007
9.917,-3.98895e-007
9.918,-3.94452e-007
9.919,-3.90003e-007
9.92,-3.85548e-007
9.921,-3.81086e-007
9.922,-3.76617e-007
9.923,-3.72142e-007
9.924,-3.67661e-007
9.925,-3.63173e-007
9.926,-3.58678e-007
9.927,-3.54177e-007
9.928,-3.4967e-007
9.929,-3.45156e-007
9.93,-3.40635e-007
9.931,-3.36108e-007
9.932,-3.31574e-007
9.933,-3.27034e-007
9.934,-3.22487e-007
9.935,-3.17934e-007
9.936,-3.13374e-007
9.937,-3.08807e-007
9.938,-3.04234e-007
9.939,-2.99654e-007
9.94,-2.95068e-007
9.941,-2.90475e-007
9.942,-2.85875e-007
9.943,-2.81269e-007
9.944,-2.76656e-007
9.945,-2.72036e-007
9.946,-2.6741e-007
9.947,-2.62777e-007
9.948,-2.58138e-007
9.949,-2.53491e-007
9.95,-2.48838e-007
9.951,-2.44179e-007
9.952,-2.39512e-007
9.953,-2.34839e-007
9.954,-2.30159e-007
9.955,-2.25472e-007
9.956,-2.20779e-007
9.957,-2.16079e-007
9.958,-2.11372e-007
9.959,-2.06658e-007
9.96,-2.01938e-007
9.961,-1.9721e-007
9.962,-1.92476e-007
9.963,-1.87735e-007
9.964,-1.82988e-007
9.965,-1.78233e-007
9.966,-1.73472e-007
9.967,-1.68704e-007
9.968,-1.63929e-007
9.969,-1.59147e-007
9.97,-1.54358e-007
9.971,-1.49562e-007
9.972,-1.4476e-007
9.973,-1.3995e-007
9.974,-1.35134e-007
9.975,-1.30311e-007
9.976,-1.2548e-007
9.977,-1.20643e-007
9.978,-1.15799e-007
9.979,-1.10948e-007
9.98,-1.0609e-007
9.981,-1.01225e-007
9.982,-9.63537e-008
9.983,-9.14748e-008
9.984,-8.6589e-008
9.985,-8.16962e-008
9.986,-7.67964e-008
9.987,-7.18896e-008
9.988,-6.69758e-008
9.989,-6.20549e-008
9.99,-5.7127e-008
9.991,-5.21921e-008
9.992,-4.72501e-008
9.993,-4.23011e-008
9.994,-3.7345e-008
9.995,-3.23818e-008
9.996,-2.74116e-008
9.997,-2.24342e-008
9.998,-1.74498e-008
9.999,-1.24582e-008
10,-7.46123e-009

fo250210_testNoCapa De-Embedded l1=5.9
Frequency GHz, DB[S22]
5,-9.93848e-009
5.001,-1.07638e-008
5.002,-1.15878e-008
5.003,-1.24096e-008
5.004,-1.32292e-008
5.005,-1.40466e-008
5.006,-1.48618e-008
5.007,-1.56748e-008
5.008,-1.64856e-008
5.009,-1.72942e-008
5.01,-1.81007e-008
5.011,-1.89049e-008
5.012,-1.97069e-008
5.013,-2.05068e-008
5.014,-2.13045e-008
5.015,-2.21e-008
5.016,-2.28933e-008
5.017,-2.36844e-008
5.018,-2.44734e-008
5.019,-2.52601e-008
5.02,-2.60447e-008
5.021,-2.68272e-008
5.022,-2.76074e-008
5.023,-2.83855e-008
5.024,-2.91615e-008
5.025,-2.99352e-008
5.026,-3.07068e-008
5.027,-3.14762e-008
5.028,-3.22435e-008
5.029,-3.30086e-008
5.03,-3.37716e-008
5.031,-3.45324e-008
5.032,-3.5291e-008
5.033,-3.60475e-008
5.034,-3.68019e-008
5.035,-3.75541e-008
5.036,-3.83041e-008
5.037,-3.9052e-008
5.038,-3.97978e-008
5.039,-4.05414e-008
5.04,-4.12829e-008
5.041,-4.20222e-008
5.042,-4.27594e-008
5.043,-4.34945e-008
5.044,-4.42274e-008
5.045,-4.49583e-008
5.046,-4.56869e-008
5.047,-4.64135e-008
5.048,-4.71379e-008
5.049,-4.78602e-008
5.05,-4.85804e-008
5.051,-4.92985e-008
5.052,-5.00144e-008
5.053,-5.07282e-008
5.054,-5.144e-008
5.055,-5.21496e-008
5.056,-5.28571e-008
5.057,-5.35624e-008
5.058,-5.42657e-008
5.059,-5.49669e-008
5.06,-5.56659e-008
5.061,-5.63629e-008
5.062,-5.70577e-008
5.063,-5.77505e-008
5.064,-5.84412e-008
5.065,-5.91297e-008
5.066,-5.98162e-008
5.067,-6.05006e-008
5.068,-6.11829e-008
5.069,-6.18631e-008
5.07,-6.25412e-008
5.071,-6.32172e-008
5.072,-6.38912e-008
5.073,-6.4563e-008
5.074,-6.52328e-008
5.075,-6.59006e-008
5.076,-6.65662e-008
5.077,-6.72297e-008
5.078,-6.78912e-008
5.079,-6.85506e-008
5.08,-6.9208e-008
5.081,-6.98633e-008
5.082,-7.05165e-008
5.083,-7.11676e-008
5.084,-7.18167e-008
5.085,-7.24638e-008
5.086,-7.31087e-008
5.087,-7.37517e-008
5.088,-7.43925e-008
5.089,-7.50313e-008
5.09,-7.56681e-008
5.091,-7.63028e-008
5.092,-7.69355e-008
5.093,-7.75661e-008
5.094,-7.81947e-008
5.095,-7.88212e-008
5.096,-7.94457e-008
5.097,-8.00681e-008
5.098,-8.06886e-008
5.099,-8.13069e-008
5.1,-8.19233e-008
5.101,-8.25376e-008
5.102,-8.31499e-008
5.103,-8.37601e-008
5.104,-8.43684e-008
5.105,-8.49746e-008
5.106,-8.55788e-008
5.107,-8.6181e-008
5.108,-8.67811e-008
5.109,-8.73792e-008
5.11,-8.79754e-008
5.111,-8.85695e-008
5.112,-8.91615e-008
5.113,-8.97516e-008
5.114,-9.03397e-008
5.115,-9.09258e-008
5.116,-9.15098e-008
5.117,-9.20919e-008
5.118,-9.2672e-008
5.119,-9.325e-008
5.12,-9.38261e-008
5.121,-9.44002e-008
5.122,-9.49723e-008
5.123,-9.55423e-008
5.124,-9.61104e-008
5.125,-9.66766e-008
5.126,-9.72407e-008
5.127,-9.78028e-008
5.128,-9.8363e-008
5.129,-9.89212e-008
5.13,-9.94774e-008
5.131,-1.00032e-007
5.132,-1.00584e-007
5.133,-1.01134e-007
5.134,-1.01682e-007
5.135,-1.02229e-007
5.136,-1.02773e-007
5.137,-1.03315e-007
5.138,-1.03856e-007
5.139,-1.04394e-007
5.14,-1.04931e-007
5.141,-1.05465e-007
5.142,-1.05998e-007
5.143,-1.06529e-007
5.144,-1.07057e-007
5.145,-1.07584e-007
5.146,-1.08109e-007
5.147,-1.08632e-007
5.148,-1.09153e-007
5.149,-1.09672e-007
5.15,-1.10189e-007
5.151,-1.10704e-007
5.152,-1.11217e-007
5.153,-1.11728e-007
5.154,-1.12237e-007
5.155,-1.12745e-007
5.156,-1.1325e-007
5.157,-1.13753e-007
5.158,-1.14255e-007
5.159,-1.14755e-007
5.16,-1.15252e-007
5.161,-1.15748e-007
5.162,-1.16242e-007
5.163,-1.16734e-007
5.164,-1.17224e-007
5.165,-1.17712e-007
5.166,-1.18198e-007
5.167,-1.18682e-007
5.168,-1.19165e-007
5.169,-1.19645e-007
5.17,-1.20124e-007
5.171,-1.206e-007
5.172,-1.21075e-007
5.173,-1.21548e-007
5.174,-1.22019e-007
5.175,-1.22488e-007
5.176,-1.22955e-007
5.177,-1.2342e-007
5.178,-1.23884e-007
5.179,-1.24345e-007
5.18,-1.24805e-007
5.181,-1.25262e-007
5.182,-1.25718e-007
5.183,-1.26172e-007
5.184,-1.26624e-007
5.185,-1.27074e-007
5.186,-1.27523e-007
5.187,-1.27969e-007
5.188,-1.28414e-007
5.189,-1.28856e-007
5.19,-1.29297e-007
5.191,-1.29736e-007
5.192,-1.30173e-007
5.193,-1.30608e-007
5.194,-1.31042e-007
5.195,-1.31473e-007
5.196,-1.31903e-007
5.197,-1.32331e-007
5.198,-1.32757e-007
5.199,-1.33181e-007
5.2,-1.33603e-007
5.201,-1.34023e-007
5.202,-1.34442e-007
5.203,-1.34859e-007
5.204,-1.35274e-007
5.205,-1.35687e-007
5.206,-1.36098e-007
5.207,-1.36507e-007
5.208,-1.36915e-007
5.209,-1.3732e-007
5.21,-1.37724e-007
5.211,-1.38126e-007
5.212,-1.38526e-007
5.213,-1.38925e-007
5.214,-1.39321e-007
5.215,-1.39716e-007
5.216,-1.40109e-007
5.217,-1.405e-007
5.218,-1.40889e-007
5.219,-1.41277e-007
5.22,-1.41662e-007
5.221,-1.42046e-007
5.222,-1.42428e-007
5.223,-1.42808e-007
5.224,-1.43187e-007
5.225,-1.43563e-007
5.226,-1.43938e-007
5.227,-1.44311e-007
5.228,-1.44682e-007
5.229,-1.45052e-007
5.23,-1.45419e-007
5.231,-1.45785e-007
5.232,-1.46149e-007
5.233,-1.46511e-007
5.234,-1.46872e-007
5.235,-1.4723e-007
5.236,-1.47587e-007
5.237,-1.47942e-007
5.238,-1.48296e-007
5.239,-1.48647e-007
5.24,-1.48997e-007
5.241,-1.49345e-007
5.242,-1.49691e-007
5.243,-1.50036e-007
5.244,-1.50378e-007
5.245,-1.50719e-007
5.246,-1.51058e-007
5.247,-1.51396e-007
5.248,-1.51731e-007
5.249,-1.52065e-007
5.25,-1.52397e-007
5.251,-1.52728e-007
5.252,-1.53056e-007
5.253,-1.53383e-007
5.254,-1.53708e-007
5.255,-1.54032e-007
5.256,-1.54353e-007
5.257,-1.54673e-007
5.258,-1.54991e-007
5.259,-1.55308e-007
5.26,-1.55622e-007
5.261,-1.55935e-007
5.262,-1.56246e-007
5.263,-1.56556e-007
5.264,-1.56863e-007
5.265,-1.57169e-007
5.266,-1.57474e-007
5.267,-1.57776e-007
5.268,-1.58077e-007
5.269,-1.58376e-007
5.27,-1.58674e-007
5.271,-1.58969e-007
5.272,-1.59263e-007
5.273,-1.59555e-007
5.274,-1.59846e-007
5.275,-1.60135e-007
5.276,-1.60422e-007
5.277,-1.60707e-007
5.278,-1.60991e-007
5.279,-1.61273e-007
5.28,-1.61553e-007
5.281,-1.61832e-007
5.282,-1.62109e-007
5.283,-1.62384e-007
5.284,-1.62657e-007
5.285,-1.62929e-007
5.286,-1.63199e-007
5.287,-1.63468e-007
5.288,-1.63735e-007
5.289,-1.64e-007
5.29,-1.64263e-007
5.291,-1.64525e-007
5.292,-1.64785e-007
5.293,-1.65043e-007
5.294,-1.653e-007
5.295,-1.65555e-007
5.296,-1.65808e-007
5.297,-1.6606e-007
5.298,-1.6631e-007
5.299,-1.66558e-007
5.3,-1.66805e-007
5.301,-1.6705e-007
5.302,-1.67293e-007
5.303,-1.67535e-007
5.304,-1.67775e-007
5.305,-1.68014e-007
5.306,-1.6825e-007
5.307,-1.68485e-007
5.308,-1.68719e-007
5.309,-1.68951e-007
5.31,-1.69181e-007
5.311,-1.6941e-007
5.312,-1.69636e-007
5.313,-1.69862e-007
5.314,-1.70085e-007
5.315,-1.70307e-007
5.316,-1.70528e-007
5.317,-1.70746e-007
5.318,-1.70964e-007
5.319,-1.71179e-007
5.32,-1.71393e-007
5.321,-1.71605e-007
5.322,-1.71816e-007
5.323,-1.72025e-007
5.324,-1.72232e-007
5.325,-1.72438e-007
5.326,-1.72642e-007
5.327,-1.72845e-007
5.328,-1.73045e-007
5.329,-1.73245e-007
5.33,-1.73443e-007
5.331,-1.73639e-007
5.332,-1.73833e-007
5.333,-1.74026e-007
5.334,-1.74217e-007
5.335,-1.74407e-007
5.336,-1.74595e-007
5.337,-1.74782e-007
5.338,-1.74967e-007
5.339,-1.7515e-007
5.34,-1.75332e-007
5.341,-1.75512e-007
5.342,-1.75691e-007
5.343,-1.75868e-007
5.344,-1.76043e-007
5.345,-1.76217e-007
5.346,-1.76389e-007
5.347,-1.7656e-007
5.348,-1.76729e-007
5.349,-1.76897e-007
5.35,-1.77063e-007
5.351,-1.77228e-007
5.352,-1.7739e-007
5.353,-1.77552e-007
5.354,-1.77712e-007
5.355,-1.7787e-007
5.356,-1.78026e-007
5.357,-1.78182e-007
5.358,-1.78335e-007
5.359,-1.78487e-007
5.36,-1.78638e-007
5.361,-1.78787e-007
5.362,-1.78934e-007
5.363,-1.7908e-007
5.364,-1.79224e-007
5.365,-1.79367e-007
5.366,-1.79508e-007
5.367,-1.79648e-007
5.368,-1.79786e-007
5.369,-1.79923e-007
5.37,-1.80058e-007
5.371,-1.80191e-007
5.372,-1.80323e-007
5.373,-1.80454e-007
5.374,-1.80583e-007
5.375,-1.80711e-007
5.376,-1.80837e-007
5.377,-1.80961e-007
5.378,-1.81084e-007
5.379,-1.81205e-007
5.38,-1.81325e-007
5.381,-1.81444e-007
5.382,-1.81561e-007
5.383,-1.81676e-007
5.384,-1.8179e-007
5.385,-1.81903e-007
5.386,-1.82013e-007
5.387,-1.82123e-007
5.388,-1.82231e-007
5.389,-1.82337e-007
5.39,-1.82442e-007
5.391,-1.82546e-007
5.392,-1.82648e-007
5.393,-1.82748e-007
5.394,-1.82847e-007
5.395,-1.82945e-007
5.396,-1.83041e-007
5.397,-1.83135e-007
5.398,-1.83229e-007
5.399,-1.8332e-007
5.4,-1.8341e-007
5.401,-1.83499e-007
5.402,-1.83586e-007
5.403,-1.83672e-007
5.404,-1.83757e-007
5.405,-1.83839e-007
5.406,-1.83921e-007
5.407,-1.84001e-007
5.408,-1.84079e-007
5.409,-1.84156e-007
5.41,-1.84232e-007
5.411,-1.84306e-007
5.412,-1.84379e-007
5.413,-1.8445e-007
5.414,-1.8452e-007
5.415,-1.84588e-007
5.416,-1.84655e-007
5.417,-1.84721e-007
5.418,-1.84785e-007
5.419,-1.84847e-007
5.42,-1.84908e-007
5.421,-1.84968e-007
5.422,-1.85026e-007
5.423,-1.85083e-007
5.424,-1.85139e-007
5.425,-1.85193e-007
5.426,-1.85246e-007
5.427,-1.85297e-007
5.428,-1.85347e-007
5.429,-1.85395e-007
5.43,-1.85442e-007
5.431,-1.85488e-007
5.432,-1.85532e-007
5.433,-1.85575e-007
5.434,-1.85616e-007
5.435,-1.85656e-007
5.436,-1.85694e-007
5.437,-1.85732e-007
5.438,-1.85767e-007
5.439,-1.85802e-007
5.44,-1.85835e-007
5.441,-1.85866e-007
5.442,-1.85896e-007
5.443,-1.85925e-007
5.444,-1.85953e-007
5.445,-1.85979e-007
5.446,-1.86003e-007
5.447,-1.86027e-007
5.448,-1.86049e-007
5.449,-1.86069e-007
5.45,-1.86088e-007
5.451,-1.86106e-007
5.452,-1.86123e-007
5.453,-1.86138e-007
5.454,-1.86151e-007
5.455,-1.86164e-007
5.456,-1.86175e-007
5.457,-1.86184e-007
5.458,-1.86192e-007
5.459,-1.86199e-007
5.46,-1.86205e-007
5.461,-1.86209e-007
5.462,-1.86212e-007
5.463,-1.86213e-007
5.464,-1.86214e-007
5.465,-1.86212e-007
5.466,-1.8621e-007
5.467,-1.86206e-007
5.468,-1.86201e-007
5.469,-1.86194e-007
5.47,-1.86186e-007
5.471,-1.86177e-007
5.472,-1.86167e-007
5.473,-1.86155e-007
5.474,-1.86141e-007
5.475,-1.86127e-007
5.476,-1.86111e-007
5.477,-1.86094e-007
5.478,-1.86075e-007
5.479,-1.86056e-007
5.48,-1.86034e-007
5.481,-1.86012e-007
5.482,-1.85988e-007
5.483,-1.85963e-007
5.484,-1.85937e-007
5.485,-1.85909e-007
5.486,-1.8588e-007
5.487,-1.8585e-007
5.488,-1.85818e-007
5.489,-1.85786e-007
5.49,-1.85751e-007
5.491,-1.85716e-007
5.492,-1.85679e-007
5.493,-1.85641e-007
5.494,-1.85602e-007
5.495,-1.85561e-007
5.496,-1.85519e-007
5.497,-1.85476e-007
5.498,-1.85432e-007
5.499,-1.85386e-007
5.5,-1.85339e-007
5.501,-1.85291e-007
5.502,-1.85241e-007
5.503,-1.85191e-007
5.504,-1.85138e-007
5.505,-1.85085e-007
5.506,-1.85031e-007
5.507,-1.84975e-007
5.508,-1.84917e-007
5.509,-1.84859e-007
5.51,-1.84799e-007
5.511,-1.84739e-007
5.512,-1.84676e-007
5.513,-1.84613e-007
5.514,-1.84548e-007
5.515,-1.84483e-007
5.516,-1.84415e-007
5.517,-1.84347e-007
5.518,-1.84277e-007
5.519,-1.84207e-007
5.52,-1.84134e-007
5.521,-1.84061e-007
5.522,-1.83987e-007
5.523,-1.83911e-007
5.524,-1.83834e-007
5.525,-1.83755e-007
5.526,-1.83676e-007
5.527,-1.83595e-007
5.528,-1.83513e-007
5.529,-1.8343e-007
5.53,-1.83346e-007
5.531,-1.8326e-007
5.532,-1.83174e-007
5.533,-1.83086e-007
5.534,-1.82996e-007
5.535,-1.82906e-007
5.536,-1.82814e-007
5.537,-1.82722e-007
5.538,-1.82628e-007
5.539,-1.82532e-007
5.54,-1.82436e-007
5.541,-1.82338e-007
5.542,-1.8224e-007
5.543,-1.8214e-007
5.544,-1.82038e-007
5.545,-1.81936e-007
5.546,-1.81833e-007
5.547,-1.81728e-007
5.548,-1.81622e-007
5.549,-1.81515e-007
5.55,-1.81406e-007
5.551,-1.81297e-007
5.552,-1.81186e-007
5.553,-1.81075e-007
5.554,-1.80962e-007
5.555,-1.80848e-007
5.556,-1.80732e-007
5.557,-1.80616e-007
5.558,-1.80498e-007
5.559,-1.80379e-007
5.56,-1.80259e-007
5.561,-1.80138e-007
5.562,-1.80016e-007
5.563,-1.79893e-007
5.564,-1.79768e-007
5.565,-1.79642e-007
5.566,-1.79516e-007
5.567,-1.79388e-007
5.568,-1.79258e-007
5.569,-1.79128e-007
5.57,-1.78997e-007
5.571,-1.78864e-007
5.572,-1.7873e-007
5.573,-1.78596e-007
5.574,-1.7846e-007
5.575,-1.78323e-007
5.576,-1.78184e-007
5.577,-1.78045e-007
5.578,-1.77905e-007
5.579,-1.77763e-007
5.58,-1.7762e-007
5.581,-1.77477e-007
5.582,-1.77332e-007
5.583,-1.77186e-007
5.584,-1.77038e-007
5.585,-1.7689e-007
5.586,-1.76741e-007
5.587,-1.7659e-007
5.588,-1.76439e-007
5.589,-1.76286e-007
5.59,-1.76132e-007
5.591,-1.75977e-007
5.592,-1.75821e-007
5.593,-1.75664e-007
5.594,-1.75506e-007
5.595,-1.75347e-007
5.596,-1.75187e-007
5.597,-1.75025e-007
5.598,-1.74863e-007
5.599,-1.74699e-007
5.6,-1.74535e-007
5.601,-1.74369e-007
5.602,-1.74202e-007
5.603,-1.74034e-007
5.604,-1.73865e-007
5.605,-1.73695e-007
5.606,-1.73524e-007
5.607,-1.73352e-007
5.608,-1.73179e-007
5.609,-1.73004e-007
5.61,-1.72829e-007
5.611,-1.72653e-007
5.612,-1.72475e-007
5.613,-1.72297e-007
5.614,-1.72117e-007
5.615,-1.71936e-007
5.616,-1.71755e-007
5.617,-1.71572e-007
5.618,-1.71388e-007
5.619,-1.71203e-007
5.62,-1.71017e-007
5.621,-1.70831e-007
5.622,-1.70643e-007
5.623,-1.70454e-007
5.624,-1.70264e-007
5.625,-1.70073e-007
5.626,-1.69881e-007
5.627,-1.69688e-007
5.628,-1.69493e-007
5.629,-1.69298e-007
5.63,-1.69102e-007
5.631,-1.68905e-007
5.632,-1.68707e-007
5.633,-1.68508e-007
5.634,-1.68307e-007
5.635,-1.68106e-007
5.636,-1.67904e-007
5.637,-1.67701e-007
5.638,-1.67496e-007
5.639,-1.67291e-007
5.64,-1.67085e-007
5.641,-1.66878e-007
5.642,-1.66669e-007
5.643,-1.6646e-007
5.644,-1.6625e-007
5.645,-1.66039e-007
5.646,-1.65826e-007
5.647,-1.65613e-007
5.648,-1.65399e-007
5.649,-1.65184e-007
5.65,-1.64968e-007
5.651,-1.64751e-007
5.652,-1.64532e-007
5.653,-1.64313e-007
5.654,-1.64093e-007
5.655,-1.63872e-007
5.656,-1.6365e-007
5.657,-1.63427e-007
5.658,-1.63203e-007
5.659,-1.62978e-007
5.66,-1.62752e-007
5.661,-1.62526e-007
5.662,-1.62298e-007
5.663,-1.62069e-007
5.664,-1.61839e-007
5.665,-1.61609e-007
5.666,-1.61377e-007
5.667,-1.61144e-007
5.668,-1.60911e-007
5.669,-1.60676e-007
5.67,-1.60441e-007
5.671,-1.60205e-007
5.672,-1.59967e-007
5.673,-1.59729e-007
5.674,-1.5949e-007
5.675,-1.5925e-007
5.676,-1.59009e-007
5.677,-1.58767e-007
5.678,-1.58524e-007
5.679,-1.5828e-007
5.68,-1.58036e-007
5.681,-1.5779e-007
5.682,-1.57543e-007
5.683,-1.57296e-007
5.684,-1.57047e-007
5.685,-1.56798e-007
5.686,-1.56548e-007
5.687,-1.56297e-007
5.688,-1.56045e-007
5.689,-1.55792e-007
5.69,-1.55538e-007
5.691,-1.55283e-007
5.692,-1.55028e-007
